type_encoded,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,temp_diff_k,power_w,strain_min_nm,tool_wear_critical,machine_failure,twf,hdf,pwf,osf,rnf
1,302.1,311.5,1866,23.1,159,9.4,4513.9,3672.9,0,0,0,0,0,0,0
0,298.3,309.6,1527,30.9,189,11.3,4941.13,5840.1,0,0,0,0,0,0,0
0,298.0,308.8,1790,27.2,193,10.8,5098.6,5249.6,0,0,0,0,0,0,0
1,298.3,309.1,1632,32.7,0,10.8,5588.52,0.0,0,0,0,0,0,0,0
0,298.7,309.5,1446,40.0,160,10.8,6056.99,6400.0,0,0,0,0,0,0,0
0,299.0,308.7,2250,16.6,208,9.7,3911.28,3452.8,1,0,0,0,0,0,0
0,298.6,308.3,1278,60.5,32,9.7,8096.83,1936.0,0,0,0,0,0,0,0
0,298.2,308.0,1411,42.4,48,9.8,6265.01,2035.2,0,0,0,0,0,0,0
0,297.9,307.6,1344,54.3,151,9.7,7642.36,8199.3,0,0,0,0,0,0,0
0,298.3,309.1,1593,40.1,18,10.8,6689.42,721.8,0,0,0,0,0,0,0
0,296.3,307.4,1465,47.1,215,11.1,7225.82,10126.5,1,0,0,0,0,0,0
0,299.2,310.7,1737,27.0,225,11.5,4911.25,6075.0,1,1,1,0,0,0,0
0,299.2,308.3,1410,43.0,26,9.1,6349.16,1118.0,0,0,0,0,0,0,0
0,298.6,309.6,1540,35.8,5,11.0,5773.41,179.0,0,0,0,0,0,0,0
0,298.4,309.3,1512,35.8,18,10.9,5668.44,644.4,0,0,0,0,0,0,0
0,299.9,309.2,1491,44.3,214,9.3,6916.88,9480.2,1,0,0,0,0,0,0
0,300.4,310.4,1298,61.4,19,10.0,8345.87,1166.6,0,0,0,0,0,0,0
2,302.3,311.1,1455,40.3,145,8.8,6140.4,5843.5,0,0,0,0,0,0,0
0,297.8,308.8,1559,35.2,66,11.0,5746.69,2323.2,0,0,0,0,0,0,0
0,302.2,310.8,1673,32.9,52,8.6,5763.95,1710.8,0,0,0,0,0,0,0
0,302.7,312.0,1501,37.0,77,9.3,5815.82,2849.0,0,0,0,0,0,0,0
0,302.3,311.7,1648,32.1,197,9.4,5539.76,6323.7,0,0,0,0,0,0,0
1,297.6,308.6,1585,42.0,90,11.0,6971.19,3780.0,0,0,0,0,0,0,0
0,302.9,312.3,1889,22.8,148,9.4,4510.2,3374.4,0,0,0,0,0,0,0
1,299.8,310.3,1805,23.7,198,10.5,4479.75,4692.6,0,0,0,0,0,0,0
0,299.4,309.3,1401,59.0,38,9.9,8656.03,2242.0,0,0,0,0,0,0,0
1,298.9,308.2,2022,20.0,23,9.3,4234.87,460.0,0,0,0,0,0,0,0
0,297.5,308.5,1462,52.3,148,11.0,8007.14,7740.4,0,0,0,0,0,0,0
0,302.7,312.2,1450,52.1,213,9.5,7911.05,11097.3,1,1,0,0,0,1,0
1,300.7,310.6,1488,39.2,189,9.9,6108.26,7408.8,0,0,0,0,0,0,0
0,302.2,311.3,1475,48.6,104,9.1,7506.84,5054.4,0,0,0,0,0,0,0
1,299.1,310.4,1524,51.4,66,11.3,8203.08,3392.4,0,0,0,0,0,0,0
1,300.2,310.0,1664,30.7,179,9.8,5349.59,5495.3,0,0,0,0,0,0,0
0,299.1,308.6,1260,57.8,152,9.5,7626.53,8785.6,0,0,0,0,0,0,0
0,298.5,309.5,1294,66.7,12,11.0,9038.34,800.4,0,1,0,0,1,0,0
0,299.3,309.0,1511,47.8,148,9.7,7563.47,7074.4,0,0,0,0,0,0,0
0,299.6,309.2,1559,39.1,110,9.6,6383.39,4301.0,0,0,0,0,0,0,0
0,302.3,312.0,1746,28.1,167,9.7,5137.82,4692.7,0,0,0,0,0,0,0
0,299.9,309.5,1567,35.5,171,9.6,5825.4,6070.5,0,0,0,0,0,0,0
0,297.6,308.6,1383,47.5,75,11.0,6879.3,3562.5,0,0,0,0,0,0,0
0,302.0,310.8,1948,19.7,66,8.8,4018.68,1300.2,0,0,0,0,0,0,0
1,301.2,310.3,1357,54.5,49,9.1,7744.71,2670.5,0,0,0,0,0,0,0
0,299.2,310.6,1567,38.4,172,11.4,6301.28,6604.8,0,0,0,0,0,0,0
0,297.4,308.4,1573,34.5,205,11.0,5682.98,7072.5,1,0,0,0,0,0,0
1,297.6,308.6,1595,36.9,25,11.0,6163.33,922.5,0,0,0,0,0,0,0
1,303.8,313.1,2117,18.6,22,9.3,4123.47,409.2,0,0,0,0,0,0,0
0,297.9,307.9,1476,45.2,91,10.0,6986.4,4113.2,0,0,0,0,0,0,0
0,297.3,308.3,1430,41.9,95,11.0,6274.49,3980.5,0,0,0,0,0,0,0
0,297.9,307.6,1977,20.2,182,9.7,4182.03,3676.4,0,0,0,0,0,0,0
0,299.4,310.8,1376,53.9,215,11.4,7766.69,11588.5,1,1,0,0,0,1,0
2,300.0,311.2,1393,43.1,45,11.2,6287.2,1939.5,0,0,0,0,0,0,0
0,300.3,311.8,1418,45.9,53,11.5,6815.81,2432.7,0,0,0,0,0,0,0
1,299.3,309.3,1523,37.9,204,10.0,6044.6,7731.6,1,0,0,0,0,0,0
0,297.7,309.0,1507,38.2,94,11.3,6028.44,3590.8,0,0,0,0,0,0,0
0,299.1,308.6,1437,41.6,183,9.5,6260.06,7612.8,0,0,0,0,0,0,0
0,300.6,310.0,1511,36.9,105,9.4,5838.74,3874.5,0,0,0,0,0,0,0
0,300.7,309.5,1479,34.5,197,8.8,5343.38,6796.5,0,0,0,0,0,0,0
1,299.5,310.9,1378,48.7,119,11.4,7027.6,5795.3,0,0,0,0,0,0,0
0,300.8,310.9,1457,47.7,82,10.1,7277.91,3911.4,0,0,0,0,0,0,0
1,297.8,308.5,1488,41.9,196,10.7,6528.98,8212.4,0,0,0,0,0,0,0
1,300.3,311.4,1386,48.1,119,11.1,6981.31,5723.9,0,0,0,0,0,0,0
2,297.7,308.2,1526,40.1,165,10.5,6408.07,6616.5,0,0,0,0,0,0,0
0,300.6,309.6,1684,32.8,53,9.0,5784.22,1738.4,0,0,0,0,0,0,0
0,297.8,307.9,1447,48.6,46,10.1,7364.33,2235.6,0,0,0,0,0,0,0
1,304.0,313.1,1694,31.4,116,9.1,5570.21,3642.4,0,0,0,0,0,0,0
1,299.3,309.2,1440,37.5,111,9.9,5654.87,4162.5,0,0,0,0,0,0,0
0,296.9,307.8,1400,57.1,202,10.9,8371.3,11534.2,1,1,0,0,0,1,0
0,298.9,308.2,1686,30.4,53,9.3,5367.35,1611.2,0,0,0,0,0,0,0
1,302.9,312.4,1334,50.9,5,9.5,7110.53,254.5,0,0,0,0,0,0,0
0,298.4,308.3,1433,62.3,20,9.9,9348.95,1246.0,0,1,0,0,1,0,0
1,300.8,309.4,1342,62.4,113,8.6,8769.32,7051.2,0,1,0,1,0,0,0
1,298.5,308.0,1461,51.9,157,9.5,7940.47,8148.3,0,0,0,0,0,0,0
0,299.9,311.3,1647,27.5,26,11.4,4743.02,715.0,0,0,0,0,0,0,0
0,301.1,311.3,1268,60.0,53,10.2,7967.08,3180.0,0,0,0,0,0,0,0
1,300.3,311.9,1429,41.6,184,11.6,6225.21,7654.4,0,0,0,0,0,0,0
0,302.4,310.2,1539,37.7,29,7.8,6075.87,1093.3,0,0,0,0,0,0,0
0,301.4,310.3,1374,47.6,176,8.9,6848.92,8377.6,0,0,0,0,0,0,0
2,302.0,309.9,1735,27.2,192,7.9,4941.93,5222.4,0,0,0,0,0,0,0
0,298.3,309.1,1395,49.8,133,10.8,7274.99,6623.4,0,0,0,0,0,0,0
1,298.6,309.4,1407,45.1,176,10.8,6645.07,7937.6,0,0,0,0,0,0,0
1,297.5,308.7,1446,53.0,168,11.2,8025.51,8904.0,0,0,0,0,0,0,0
1,302.6,310.2,1563,39.0,97,7.6,6383.4,3783.0,0,0,0,0,0,0,0
0,300.6,310.3,1920,22.3,223,9.7,4483.68,4972.9,1,0,0,0,0,0,0
0,300.4,309.7,1685,31.3,152,9.3,5522.97,4757.6,0,0,0,0,0,0,0
0,300.7,311.8,1441,38.1,34,11.1,5749.33,1295.4,0,0,0,0,0,0,0
0,300.5,311.6,1509,47.2,202,11.1,7458.64,9534.4,1,0,0,0,0,0,0
1,298.5,309.6,1438,44.5,124,11.1,6701.12,5518.0,0,0,0,0,0,0,0
1,298.9,309.8,1392,43.1,218,10.9,6282.68,9395.8,1,0,0,0,0,0,0
1,297.8,309.8,1676,29.0,178,12.0,5089.8,5162.0,0,0,0,0,0,0,0
1,302.2,311.5,1360,53.0,36,9.3,7548.2,1908.0,0,0,0,0,0,0,0
0,301.8,311.2,1840,26.6,202,9.4,5125.4,5373.2,1,0,0,0,0,0,0
0,300.2,310.4,1518,41.8,5,10.2,6644.72,209.0,0,0,0,0,0,0,0
0,297.5,308.5,1546,40.4,129,11.0,6540.63,5211.6,0,0,0,0,0,0,0
1,302.9,312.5,1551,40.0,20,9.6,6496.81,800.0,0,0,0,0,0,0,0
1,302.1,311.2,1616,35.1,57,9.1,5939.87,2000.7,0,0,0,0,0,0,0
0,300.2,311.8,1410,51.4,189,11.6,7589.46,9714.6,0,0,0,0,0,0,0
0,301.6,310.7,1457,40.4,213,9.1,6164.1,8605.2,1,0,0,0,0,0,0
2,297.0,307.8,1404,40.7,184,10.8,5983.98,7488.8,0,0,0,0,0,0,0
1,300.5,311.6,1454,41.4,108,11.1,6303.67,4471.2,0,0,0,0,0,0,0
0,299.9,309.1,1412,48.3,198,9.2,7141.85,9563.4,0,0,0,0,0,0,0
0,298.3,309.1,1403,45.1,138,10.8,6626.17,6223.8,0,0,0,0,0,0,0
0,302.2,310.9,1604,40.5,68,8.7,6802.8,2754.0,0,0,0,0,0,0,0
0,302.5,310.2,1716,29.9,156,7.7,5373.0,4664.4,0,0,0,0,0,0,0
1,300.7,309.6,1525,36.5,71,8.9,5828.96,2591.5,0,0,0,0,0,0,0
1,301.1,311.1,1615,37.7,153,10.0,6375.91,5768.1,0,0,0,0,0,0,0
0,301.2,310.2,1385,42.3,42,9.0,6135.06,1776.6,0,0,0,0,0,0,0
0,299.1,310.3,1472,46.6,157,11.2,7183.27,7316.2,0,0,0,0,0,0,0
0,299.2,308.8,1405,51.4,183,9.6,7562.55,9406.2,0,0,0,0,0,0,0
1,301.0,310.7,1657,29.9,148,9.7,5188.27,4425.2,0,0,0,0,0,0,0
0,297.9,308.9,1566,41.9,50,11.0,6871.23,2095.0,0,0,0,0,0,0,0
1,302.3,311.2,1432,42.7,68,8.9,6403.24,2903.6,0,0,0,0,0,0,0
0,300.7,310.8,1479,49.1,71,10.1,7604.63,3486.1,0,0,0,0,0,0,0
1,297.7,308.9,1530,39.1,108,11.2,6264.65,4222.8,0,0,0,0,0,0,0
2,300.2,311.5,1515,36.8,27,11.3,5838.34,993.6,0,0,0,0,0,0,0
1,300.3,311.6,1617,32.5,115,11.3,5503.28,3737.5,0,0,0,0,0,0,0
2,302.3,311.6,1441,53.9,74,9.3,8133.57,3988.6,0,0,0,0,0,0,0
0,298.8,309.8,1437,42.8,23,11.0,6440.64,984.4,0,0,0,0,0,0,0
0,300.4,311.1,1397,50.8,189,10.7,7431.71,9601.2,0,0,0,0,0,0,0
0,297.1,308.7,1474,42.3,64,11.6,6529.3,2707.2,0,0,0,0,0,0,0
0,300.5,311.3,1490,41.8,39,10.8,6522.16,1630.2,0,0,0,0,0,0,0
1,299.2,308.4,1415,43.5,53,9.2,6445.76,2305.5,0,0,0,0,0,0,0
0,302.5,310.2,1477,41.6,16,7.7,6434.32,665.6,0,0,0,0,0,0,0
0,297.2,308.6,1652,32.1,52,11.4,5553.2,1669.2,0,0,0,0,0,0,0
0,299.1,310.7,1309,51.1,188,11.6,7004.69,9606.8,0,0,0,0,0,0,0
0,302.2,310.8,1744,29.7,16,8.6,5424.15,475.2,0,0,0,0,0,0,0
0,301.0,310.9,1479,44.3,194,9.9,6861.21,8594.2,0,0,0,0,0,0,0
1,302.0,310.6,1539,37.4,96,8.6,6027.52,3590.4,0,0,0,0,0,0,0
0,302.7,312.3,1346,61.2,170,9.6,8626.31,10404.0,0,0,0,0,0,0,1
1,302.3,311.2,1405,47.7,88,8.9,7018.16,4197.6,0,0,0,0,0,0,0
0,298.2,307.8,1375,46.6,188,9.6,6709.92,8760.8,0,0,0,0,0,0,0
0,298.3,310.0,1858,23.9,114,11.7,4650.21,2724.6,0,0,0,0,0,0,0
0,299.7,309.4,1362,51.9,117,9.7,7402.41,6072.3,0,0,0,0,0,0,0
0,301.0,311.1,1615,35.6,158,10.1,6020.76,5624.8,0,0,0,0,0,0,0
0,298.9,308.8,1281,53.9,77,9.9,7230.47,4150.3,0,0,0,0,0,0,0
0,300.3,311.7,1452,41.5,172,11.4,6310.2,7138.0,0,0,0,0,0,0,0
1,298.2,308.7,1599,36.2,28,10.5,6061.58,1013.6,0,0,0,0,0,0,0
0,298.9,309.9,1517,36.6,117,11.0,5814.27,4282.2,0,0,0,0,0,0,0
0,298.8,309.8,1634,33.6,27,11.0,5749.37,907.2,0,0,0,0,0,0,0
0,297.8,307.2,1498,38.1,188,9.4,5976.75,7162.8,0,0,0,0,0,0,0
0,301.4,310.6,1634,31.1,171,9.2,5321.59,5318.1,0,0,0,0,0,0,0
1,300.7,311.0,1706,25.0,153,10.3,4466.3,3825.0,0,0,0,0,0,0,0
0,296.1,307.1,1651,35.7,167,11.0,6172.26,5961.9,0,0,0,0,0,0,0
0,302.4,311.8,1508,45.7,108,9.4,7216.82,4935.6,0,0,0,0,0,0,0
0,297.4,307.9,1390,47.7,156,10.5,6943.23,7441.2,0,0,0,0,0,0,0
0,303.9,313.4,1442,48.5,174,9.5,7323.79,8439.0,0,0,0,0,0,0,0
0,297.6,309.3,1610,35.0,6,11.7,5900.96,210.0,0,0,0,0,0,0,0
1,297.4,308.2,1530,32.6,22,10.8,5223.21,717.2,0,0,0,0,0,0,0
0,300.6,310.7,1455,40.6,82,10.1,6186.11,3329.2,0,0,0,0,0,0,0
0,299.3,310.5,1818,26.0,102,11.2,4949.89,2652.0,0,0,0,0,0,0,0
0,300.7,311.0,1312,52.1,107,10.3,7158.14,5574.7,0,0,0,0,0,0,0
0,298.7,309.7,1510,40.6,162,11.0,6419.95,6577.2,0,0,0,0,0,0,0
2,302.7,312.5,1527,36.4,26,9.8,5820.62,946.4,0,0,0,0,0,0,0
0,299.9,310.2,1288,69.6,62,10.3,9387.58,4315.2,0,1,0,0,1,0,0
1,298.2,308.3,1522,49.1,22,10.1,7825.73,1080.2,0,0,0,0,0,0,0
0,298.6,309.4,1667,35.6,185,10.8,6214.61,6586.0,0,0,0,0,0,0,0
0,301.6,309.8,1472,42.5,91,8.2,6551.27,3867.5,0,0,0,0,0,0,0
0,297.4,308.8,1640,34.2,142,11.4,5873.52,4856.4,0,0,0,0,0,0,0
0,299.8,309.8,1749,33.4,153,10.0,6117.37,5110.2,0,0,0,0,0,0,0
0,298.4,309.4,1385,50.0,201,11.0,7251.84,10050.0,1,0,0,0,0,0,0
1,298.5,309.4,1565,33.7,150,10.9,5522.97,5055.0,0,0,0,0,0,0,0
0,297.4,308.4,1371,57.4,52,11.0,8240.96,2984.8,0,0,0,0,0,0,0
0,300.1,309.4,2141,17.9,33,9.3,4013.27,590.7,0,0,0,0,0,0,0
0,297.8,307.7,1393,38.0,29,9.9,5543.24,1102.0,0,0,0,0,0,0,0
0,299.8,311.3,1560,35.4,178,11.5,5783.04,6301.2,0,0,0,0,0,0,0
0,297.6,308.3,1502,43.2,139,10.7,6794.89,6004.8,0,0,0,0,0,0,0
0,304.3,313.5,1590,29.8,17,9.2,4961.83,506.6,0,0,0,0,0,0,0
0,304.1,313.5,1469,44.6,113,9.4,6860.97,5039.8,0,0,0,0,0,0,0
0,299.8,311.2,1664,28.3,173,11.4,4931.38,4895.9,0,0,0,0,0,0,0
0,297.6,309.2,1390,43.3,221,11.6,6302.77,9569.3,1,0,0,0,0,0,0
1,301.2,310.1,1479,45.5,44,8.9,7047.06,2002.0,0,0,0,0,0,0,0
0,300.1,309.7,1362,49.1,23,9.6,7003.05,1129.3,0,0,0,0,0,0,0
0,299.6,310.8,1644,30.9,114,11.2,5319.72,3522.6,0,0,0,0,0,0,0
1,297.5,309.2,1347,55.8,188,11.7,7871.01,10490.4,0,0,0,0,0,0,0
0,300.6,310.3,1484,41.0,213,9.7,6371.57,8733.0,1,0,0,0,0,0,0
0,300.6,309.4,2496,13.5,111,8.8,3528.64,1498.5,0,0,0,0,0,0,0
1,300.4,311.0,1595,35.4,15,10.6,5912.79,531.0,0,0,0,0,0,0,0
2,298.9,310.3,1243,63.0,163,11.4,8200.5,10269.0,0,0,0,0,0,0,0
0,300.3,310.6,1433,53.8,86,10.3,8073.41,4626.8,0,0,0,0,0,0,0
0,300.8,311.3,1524,43.5,71,10.5,6942.29,3088.5,0,0,0,0,0,0,0
1,302.0,311.4,1587,35.9,30,9.4,5966.23,1077.0,0,0,0,0,0,0,0
0,300.7,311.7,1635,32.4,213,11.0,5547.42,6901.2,1,0,0,0,0,0,0
2,298.7,308.4,1560,33.3,53,9.7,5439.98,1764.9,0,0,0,0,0,0,0
0,303.7,313.1,1406,48.6,183,9.4,7155.67,8893.8,0,0,0,0,0,0,0
2,303.8,312.6,1811,24.9,183,8.8,4722.22,4556.7,0,0,0,0,0,0,0
1,299.3,308.6,1448,52.1,71,9.3,7900.14,3699.1,0,0,0,0,0,0,0
1,301.8,310.8,1619,31.0,76,9.0,5255.78,2356.0,0,0,0,0,0,0,0
0,299.8,310.2,1654,32.7,159,10.4,5663.85,5199.3,0,0,0,0,0,0,0
2,302.4,311.5,1540,43.7,81,9.1,7047.43,3539.7,0,0,0,0,0,0,0
0,299.0,310.3,1520,45.0,171,11.3,7162.83,7695.0,0,0,0,0,0,0,0
0,297.2,308.4,1462,51.2,102,11.2,7838.73,5222.4,0,0,0,0,0,0,0
1,298.8,308.6,1486,41.1,13,9.8,6395.72,534.3,0,0,0,0,0,0,0
1,298.3,308.1,1630,32.7,83,9.8,5581.67,2714.1,0,0,0,0,0,0,0
2,300.9,310.8,1390,40.6,131,9.9,5909.75,5318.6,0,0,0,0,0,0,0
1,298.8,309.1,1559,34.7,95,10.3,5665.06,3296.5,0,0,0,0,0,0,0
1,297.8,309.7,1700,31.3,200,11.9,5572.14,6260.0,1,0,0,0,0,0,0
0,298.2,308.8,1498,36.0,39,10.6,5647.33,1404.0,0,0,0,0,0,0,0
0,301.6,310.9,1706,29.5,193,9.3,5270.23,5693.5,0,0,0,0,0,0,0
1,301.7,310.8,1516,40.4,48,9.1,6413.71,1939.2,0,0,0,0,0,0,0
1,300.3,311.2,1381,65.2,136,10.9,9429.09,8867.2,0,1,0,0,1,0,0
0,297.8,307.8,1761,28.9,128,10.0,5329.49,3699.2,0,0,0,0,0,0,0
2,298.9,310.1,1452,49.9,187,11.2,7587.45,9331.3,0,0,0,0,0,0,0
0,298.2,307.7,1688,32.4,91,9.5,5727.25,2948.4,0,0,0,0,0,0,0
0,302.7,312.4,1453,47.3,62,9.7,7197.06,2932.6,0,0,0,0,0,0,0
0,297.3,308.1,1458,45.7,202,10.8,6977.54,9231.4,1,0,0,0,0,0,0
2,300.7,310.7,1428,43.4,26,10.0,6490.03,1128.4,0,0,0,0,0,0,0
2,300.1,309.4,1563,40.8,28,9.3,6678.02,1142.4,0,0,0,0,0,0,0
0,299.4,309.3,1448,48.6,44,9.9,7369.42,2138.4,0,0,0,0,0,0,0
2,301.5,310.4,1580,35.7,161,8.9,5906.82,5747.7,0,0,0,0,0,0,0
0,304.2,313.4,1421,43.4,56,9.2,6458.21,2430.4,0,0,0,0,0,0,0
0,300.6,309.3,1409,38.7,115,8.7,5710.19,4450.5,0,0,0,0,0,0,0
1,297.3,308.7,1447,44.5,105,11.4,6743.06,4672.5,0,0,0,0,0,0,0
2,300.6,310.6,1448,44.7,55,10.0,6778.05,2458.5,0,0,0,0,0,0,0
1,303.5,312.4,1318,54.2,177,8.9,7480.72,9593.4,0,0,0,0,0,0,0
0,299.0,310.3,1552,39.9,114,11.3,6484.75,4548.6,0,0,0,0,0,0,0
1,301.6,310.6,1924,23.6,181,9.0,4754.95,4271.6,0,0,0,0,0,0,0
0,297.1,308.1,1487,34.6,208,11.0,5387.85,7196.8,1,0,0,0,0,0,0
0,298.8,310.6,1651,33.3,0,11.8,5757.31,0.0,0,0,0,0,0,0,0
0,301.0,312.1,1585,32.3,50,11.1,5361.18,1615.0,0,0,0,0,0,0,0
0,297.4,308.7,1429,57.4,96,11.3,8589.6,5510.4,0,0,0,0,0,0,0
1,300.2,309.4,1433,48.8,191,9.2,7323.09,9320.8,0,0,0,0,0,0,0
0,298.3,309.1,1387,52.3,160,10.8,7596.38,8368.0,0,0,0,0,0,0,0
0,301.0,310.9,1404,41.8,71,9.9,6145.71,2967.8,0,0,0,0,0,0,0
0,301.5,311.1,1426,52.1,121,9.6,7780.11,6304.1,0,0,0,0,0,0,0
1,298.1,308.2,1420,63.9,19,10.1,9502.06,1214.1,0,1,0,0,1,0,0
0,301.6,310.7,1424,50.5,214,9.1,7530.61,10807.0,1,0,0,0,0,0,0
0,299.9,309.6,1280,59.3,163,9.7,7948.65,9665.9,0,0,0,0,0,0,0
0,299.2,308.7,1325,51.0,171,9.5,7076.44,8721.0,0,0,0,0,0,0,0
1,299.6,310.9,1530,38.8,198,11.3,6216.58,7682.4,0,0,0,0,0,0,0
0,303.2,311.5,1507,39.2,225,8.3,6186.26,8820.0,1,0,0,0,0,0,0
0,299.8,309.2,1572,35.4,158,9.4,5827.53,5593.2,0,0,0,0,0,0,0
0,300.5,309.9,1423,47.9,114,9.4,7137.88,5460.6,0,0,0,0,0,0,0
2,295.7,306.2,2161,16.5,105,10.5,3733.94,1732.5,0,0,0,0,0,0,0
0,302.3,311.2,1758,24.4,68,8.9,4491.97,1659.2,0,0,0,0,0,0,0
0,302.5,310.3,1584,35.5,158,7.8,5888.6,5609.0,0,0,0,0,0,0,0
0,300.6,311.5,1419,38.6,31,10.9,5735.86,1196.6,0,0,0,0,0,0,0
0,300.7,310.8,1608,39.5,202,10.1,6651.38,7979.0,1,0,0,0,0,0,0
0,301.2,310.4,1381,49.8,115,9.2,7201.98,5727.0,0,0,0,0,0,0,0
0,300.2,309.8,1353,59.4,26,9.6,8416.14,1544.4,0,0,0,0,0,0,0
1,300.4,310.2,1671,30.5,234,9.8,5337.09,7137.0,1,1,1,0,0,0,0
0,300.1,311.4,1430,40.9,93,11.3,6124.74,3803.7,0,0,0,0,0,0,0
1,301.7,311.2,1413,42.6,79,9.5,6303.48,3365.4,0,0,0,0,0,0,0
0,299.5,309.1,1852,22.6,77,9.6,4383.07,1740.2,0,0,0,0,0,0,0
2,300.1,310.1,1426,42.7,64,10.0,6376.41,2732.8,0,0,0,0,0,0,0
1,303.7,312.8,1366,47.3,49,9.1,6766.13,2317.7,0,0,0,0,0,0,0
1,299.2,308.4,1856,22.7,86,9.2,4411.97,1952.2,0,0,0,0,0,0,0
0,298.6,309.8,1704,28.3,64,11.2,5049.92,1811.2,0,0,0,0,0,0,0
0,302.2,311.5,1427,43.8,88,9.3,6545.26,3854.4,0,0,0,0,0,0,0
1,301.1,311.1,1436,41.8,156,10.0,6285.78,6520.8,0,0,0,0,0,0,0
0,298.9,310.0,1559,33.4,58,11.1,5452.82,1937.2,0,0,0,0,0,0,0
0,297.2,308.3,1805,25.6,103,11.1,4838.89,2636.8,0,0,0,0,0,0,0
0,303.1,312.8,2329,15.1,113,9.7,3682.77,1706.3,0,0,0,0,0,0,0
1,302.7,312.5,1417,51.5,19,9.8,7641.98,978.5,0,0,0,0,0,0,0
0,300.9,310.6,1350,53.8,131,9.7,7605.8,7047.8,0,0,0,0,0,0,0
2,303.9,313.1,1790,26.7,17,9.2,5004.87,453.9,0,0,0,0,0,0,0
0,302.0,310.9,1663,31.5,81,8.9,5485.69,2551.5,0,0,0,0,0,0,0
0,299.6,309.0,1648,33.6,70,9.4,5798.63,2352.0,0,0,0,0,0,0,0
0,297.4,308.4,1571,39.4,0,11.0,6481.88,0.0,0,0,0,0,0,0,0
1,298.6,309.9,1818,24.9,9,11.3,4740.47,224.1,0,0,0,0,0,0,0
1,299.2,308.6,1586,35.7,138,9.4,5929.25,4926.6,0,0,0,0,0,0,0
2,302.9,312.3,1754,26.9,209,9.4,4940.95,5622.1,1,0,0,0,0,0,0
0,298.7,310.2,1717,27.3,26,11.5,4908.64,709.8,0,0,0,0,0,0,0
0,300.3,310.3,2158,16.8,32,10.0,3796.55,537.6,0,0,0,0,0,0,0
0,296.9,308.0,1332,53.9,7,11.1,7518.33,377.3,0,0,0,0,0,0,0
0,298.0,308.4,1432,46.2,11,10.4,6928.09,508.2,0,0,0,0,0,0,0
0,299.3,308.7,1802,26.0,130,9.4,4906.33,3380.0,0,0,0,0,0,0,0
1,297.3,308.2,1846,24.5,41,10.9,4736.16,1004.5,0,0,0,0,0,0,0
0,300.6,310.9,1472,47.6,75,10.3,7337.42,3570.0,0,0,0,0,0,0,0
1,299.9,309.3,1452,41.9,106,9.4,6371.02,4441.4,0,0,0,0,0,0,0
2,298.2,308.8,1606,39.9,53,10.6,6710.38,2114.7,0,0,0,0,0,0,0
0,298.0,309.5,1496,45.8,46,11.5,7175.06,2106.8,0,0,0,0,0,0,0
1,300.1,311.4,1913,21.9,15,11.3,4387.2,328.5,0,0,0,0,0,0,0
0,302.1,310.5,1696,30.9,107,8.4,5487.99,3306.3,0,0,0,0,0,0,0
2,303.3,312.5,1328,49.8,120,9.2,6925.58,5976.0,0,0,0,0,0,0,0
0,298.6,308.4,1562,34.4,25,9.8,5626.89,860.0,0,0,0,0,0,0,0
2,300.5,310.6,1411,47.2,201,10.1,6974.25,9487.2,1,0,0,0,0,0,0
0,300.6,310.1,1541,42.0,23,9.5,6777.67,966.0,0,0,0,0,0,0,0
0,297.5,308.3,1585,32.9,32,10.8,5460.77,1052.8,0,0,0,0,0,0,0
0,303.2,311.2,1363,46.7,29,8.0,6665.63,1354.3,0,1,0,1,0,0,0
0,301.4,311.0,1733,25.7,182,9.6,4664.02,4677.4,0,0,0,0,0,0,0
2,303.3,311.2,1607,31.7,34,7.9,5334.62,1077.8,0,0,0,0,0,0,0
1,300.3,311.6,1312,53.4,151,11.3,7336.75,8063.4,0,0,0,0,0,0,0
1,300.2,311.7,1555,37.4,169,11.5,6090.19,6320.6,0,0,0,0,0,0,0
0,301.3,310.4,1695,30.9,108,9.1,5484.75,3337.2,0,0,0,0,0,0,0
1,300.6,312.2,2174,18.5,95,11.6,4211.72,1757.5,0,0,0,0,0,0,0
0,299.0,310.1,1583,35.8,142,11.1,5934.62,5083.6,0,0,0,0,0,0,0
2,301.0,311.2,1602,32.7,19,10.2,5485.79,621.3,0,0,0,0,0,0,0
0,300.7,309.5,1850,24.5,19,8.8,4746.42,465.5,0,0,0,0,0,0,0
0,302.5,310.4,1488,48.4,134,7.9,7541.83,6485.6,0,0,0,0,0,0,0
0,299.1,308.7,1498,38.9,181,9.6,6102.25,7040.9,0,0,0,0,0,0,0
0,301.5,310.7,1466,43.6,56,9.2,6693.44,2441.6,0,0,0,0,0,0,0
1,299.9,309.4,1483,38.1,193,9.5,5916.91,7353.3,0,0,0,0,0,0,0
0,301.1,311.1,1450,43.3,168,10.0,6574.83,7274.4,0,0,0,0,0,0,0
0,299.3,309.1,1473,40.3,125,9.8,6216.36,5037.5,0,0,0,0,0,0,0
0,302.5,311.1,1538,36.8,208,8.6,5926.97,7654.4,1,0,0,0,0,0,0
0,300.9,311.6,1671,33.5,148,10.7,5862.05,4958.0,0,0,0,0,0,0,0
0,297.6,308.6,1382,47.1,11,11.0,6816.44,518.1,0,0,0,0,0,0,0
